Date,Australia,,Belgium,,Bulgaria,,Canada,,France,,Germany,,Greece,,Hong Kong,,Ireland,,Italy,,Japan,,Malaysia,,Mexico,,Netherlands,,New Zealand,,Portugal,,Singapore,,South Africa,,Spain,,Turkey,,UK,,US
5/19/1997,662.18,5/19/1997,122.24,5/19/1997,NA,5/19/1997,101,5/19/1997,174.48,5/19/1997,155.19,5/19/1997,NA,5/19/1997,NA,5/19/1997,NA,5/19/1997,NA,5/19/1997,NA,5/19/1997,NA,5/19/1997,NA,5/19/1997,148.8,5/19/1997,NA,5/19/1997,NA,5/19/1997,NA,5/19/1997,16.81,5/19/1997,NA,5/19/1997,NA,5/19/1997,4553.73,5/19/1997,819.79
5/20/1997,662.9,5/20/1997,123.85,5/20/1997,NA,5/20/1997,100.64,5/20/1997,177.71,5/20/1997,156.31,5/20/1997,NA,5/20/1997,NA,5/20/1997,NA,5/20/1997,NA,5/20/1997,NA,5/20/1997,NA,5/20/1997,NA,5/20/1997,149.46,5/20/1997,NA,5/20/1997,NA,5/20/1997,NA,5/20/1997,16.8,5/20/1997,NA,5/20/1997,NA,5/20/1997,4477.19,5/20/1997,820.45
5/21/1997,674.43,5/21/1997,124.54,5/21/1997,NA,5/21/1997,99.82,5/21/1997,177.72,5/21/1997,156.31,5/21/1997,NA,5/21/1997,NA,5/21/1997,NA,5/21/1997,NA,5/21/1997,NA,5/21/1997,NA,5/21/1997,NA,5/21/1997,149.5,5/21/1997,NA,5/21/1997,NA,5/21/1997,NA,5/21/1997,16.84,5/21/1997,NA,5/21/1997,NA,5/21/1997,4634.03,5/21/1997,820.21
5/22/1997,672.86,5/22/1997,125.16,5/22/1997,NA,5/22/1997,101.29,5/22/1997,178.6,5/22/1997,156.46,5/22/1997,NA,5/22/1997,NA,5/22/1997,NA,5/22/1997,NA,5/22/1997,NA,5/22/1997,NA,5/22/1997,NA,5/22/1997,149.45,5/22/1997,NA,5/22/1997,NA,5/22/1997,NA,5/22/1997,16.79,5/22/1997,NA,5/22/1997,NA,5/22/1997,4648.23,5/22/1997,819.13
5/23/1997,666.05,5/23/1997,125.34,5/23/1997,NA,5/23/1997,101.14,5/23/1997,178.77,5/23/1997,161.13,5/23/1997,NA,5/23/1997,NA,5/23/1997,NA,5/23/1997,NA,5/23/1997,NA,5/23/1997,NA,5/23/1997,NA,5/23/1997,149.68,5/23/1997,NA,5/23/1997,NA,5/23/1997,NA,5/23/1997,16.79,5/23/1997,NA,5/23/1997,NA,5/23/1997,4638.77,5/23/1997,823.86
5/26/1997,665.94,5/26/1997,125.17,5/26/1997,NA,5/26/1997,100.62,5/26/1997,178.47,5/26/1997,161.21,5/26/1997,NA,5/26/1997,NA,5/26/1997,NA,5/26/1997,NA,5/26/1997,NA,5/26/1997,NA,5/26/1997,NA,5/26/1997,149.9,5/26/1997,NA,5/26/1997,NA,5/26/1997,NA,5/26/1997,16.96,5/26/1997,NA,5/26/1997,NA,5/26/1997,4666.37,5/26/1997,823.86
5/27/1997,663.53,5/27/1997,123.42,5/27/1997,NA,5/27/1997,100.13,5/27/1997,177.45,5/27/1997,160.13,5/27/1997,NA,5/27/1997,NA,5/27/1997,NA,5/27/1997,NA,5/27/1997,NA,5/27/1997,NA,5/27/1997,NA,5/27/1997,148.55,5/27/1997,NA,5/27/1997,NA,5/27/1997,NA,5/27/1997,16.95,5/27/1997,NA,5/27/1997,NA,5/27/1997,4663.23,5/27/1997,824.56
5/28/1997,663.48,5/28/1997,124.12,5/28/1997,NA,5/28/1997,101.03,5/28/1997,181.57,5/28/1997,160.55,5/28/1997,NA,5/28/1997,NA,5/28/1997,NA,5/28/1997,NA,5/28/1997,NA,5/28/1997,NA,5/28/1997,NA,5/28/1997,148.55,5/28/1997,NA,5/28/1997,NA,5/28/1997,NA,5/28/1997,16.96,5/28/1997,NA,5/28/1997,NA,5/28/1997,4695.55,5/28/1997,826.07
5/29/1997,669.72,5/29/1997,123.59,5/29/1997,NA,5/29/1997,102.46,5/29/1997,180.6,5/29/1997,160.56,5/29/1997,NA,5/29/1997,NA,5/29/1997,NA,5/29/1997,NA,5/29/1997,NA,5/29/1997,NA,5/29/1997,NA,5/29/1997,148.12,5/29/1997,NA,5/29/1997,NA,5/29/1997,NA,5/29/1997,16.98,5/29/1997,NA,5/29/1997,NA,5/29/1997,4742.69,5/29/1997,824.62
5/30/1997,671.72,5/30/1997,122.95,5/30/1997,NA,5/30/1997,100.96,5/30/1997,174.75,5/30/1997,159.72,5/30/1997,NA,5/30/1997,NA,5/30/1997,NA,5/30/1997,NA,5/30/1997,NA,5/30/1997,NA,5/30/1997,NA,5/30/1997,146.46,5/30/1997,NA,5/30/1997,NA,5/30/1997,NA,5/30/1997,16.97,5/30/1997,NA,5/30/1997,NA,5/30/1997,4720.99,5/30/1997,828.02
6/2/1997,671.89,6/2/1997,121.69,6/2/1997,NA,6/2/1997,99.82,6/2/1997,172.57,6/2/1997,157.81,6/2/1997,NA,6/2/1997,NA,6/2/1997,NA,6/2/1997,NA,6/2/1997,NA,6/2/1997,NA,6/2/1997,NA,6/2/1997,144.66,6/2/1997,NA,6/2/1997,NA,6/2/1997,NA,6/2/1997,16.96,6/2/1997,NA,6/2/1997,NA,6/2/1997,4677.97,6/2/1997,832.25
6/3/1997,672.6,6/3/1997,121.4,6/3/1997,NA,6/3/1997,101.82,6/3/1997,172.57,6/3/1997,157.82,6/3/1997,NA,6/3/1997,NA,6/3/1997,NA,6/3/1997,NA,6/3/1997,NA,6/3/1997,NA,6/3/1997,NA,6/3/1997,144.9,6/3/1997,NA,6/3/1997,NA,6/3/1997,NA,6/3/1997,16.97,6/3/1997,NA,6/3/1997,NA,6/3/1997,4648.46,6/3/1997,832.45
6/4/1997,673.46,6/4/1997,121.5,6/4/1997,NA,6/4/1997,101.49,6/4/1997,172.3,6/4/1997,157.52,6/4/1997,NA,6/4/1997,NA,6/4/1997,NA,6/4/1997,NA,6/4/1997,NA,6/4/1997,NA,6/4/1997,NA,6/4/1997,145.44,6/4/1997,NA,6/4/1997,NA,6/4/1997,NA,6/4/1997,16.95,6/4/1997,NA,6/4/1997,NA,6/4/1997,4604.88,6/4/1997,830.11
6/5/1997,671.62,6/5/1997,122.24,6/5/1997,NA,6/5/1997,101.75,6/5/1997,173.28,6/5/1997,157.56,6/5/1997,NA,6/5/1997,NA,6/5/1997,NA,6/5/1997,NA,6/5/1997,NA,6/5/1997,NA,6/5/1997,NA,6/5/1997,145.76,6/5/1997,NA,6/5/1997,NA,6/5/1997,NA,6/5/1997,16.92,6/5/1997,NA,6/5/1997,NA,6/5/1997,4610.1,6/5/1997,830.97
6/6/1997,670.93,6/6/1997,122.05,6/6/1997,NA,6/6/1997,101.64,6/6/1997,173.2,6/6/1997,157.57,6/6/1997,NA,6/6/1997,NA,6/6/1997,NA,6/6/1997,NA,6/6/1997,NA,6/6/1997,NA,6/6/1997,NA,6/6/1997,145.74,6/6/1997,NA,6/6/1997,NA,6/6/1997,NA,6/6/1997,16.92,6/6/1997,NA,6/6/1997,NA,6/6/1997,4619.17,6/6/1997,836.32
6/9/1997,672.43,6/9/1997,123.7,6/9/1997,NA,6/9/1997,101.47,6/9/1997,175.03,6/9/1997,159.45,6/9/1997,NA,6/9/1997,NA,6/9/1997,NA,6/9/1997,NA,6/9/1997,NA,6/9/1997,NA,6/9/1997,NA,6/9/1997,147.56,6/9/1997,NA,6/9/1997,NA,6/9/1997,NA,6/9/1997,16.85,6/9/1997,NA,6/9/1997,NA,6/9/1997,4665.96,6/9/1997,837.98
6/10/1997,676.64,6/10/1997,122.33,6/10/1997,NA,6/10/1997,100.84,6/10/1997,172.7,6/10/1997,158.69,6/10/1997,NA,6/10/1997,NA,6/10/1997,NA,6/10/1997,NA,6/10/1997,NA,6/10/1997,NA,6/10/1997,NA,6/10/1997,148.15,6/10/1997,NA,6/10/1997,NA,6/10/1997,NA,6/10/1997,17.03,6/10/1997,NA,6/10/1997,NA,6/10/1997,4659.68,6/10/1997,840.62
6/11/1997,675.65,6/11/1997,122.15,6/11/1997,NA,6/11/1997,99.92,6/11/1997,179.62,6/11/1997,158.87,6/11/1997,NA,6/11/1997,NA,6/11/1997,NA,6/11/1997,NA,6/11/1997,NA,6/11/1997,NA,6/11/1997,NA,6/11/1997,148.76,6/11/1997,NA,6/11/1997,NA,6/11/1997,NA,6/11/1997,17.05,6/11/1997,NA,6/11/1997,NA,6/11/1997,4641.9,6/11/1997,842.84
6/12/1997,677.83,6/12/1997,121.19,6/12/1997,NA,6/12/1997,99.8,6/12/1997,179,6/12/1997,158.02,6/12/1997,NA,6/12/1997,NA,6/12/1997,NA,6/12/1997,NA,6/12/1997,NA,6/12/1997,NA,6/12/1997,NA,6/12/1997,148.03,6/12/1997,NA,6/12/1997,NA,6/12/1997,NA,6/12/1997,17.04,6/12/1997,NA,6/12/1997,NA,6/12/1997,4646.83,6/12/1997,846.08
6/13/1997,681.8,6/13/1997,121.19,6/13/1997,NA,6/13/1997,101,6/13/1997,177.6,6/13/1997,156.76,6/13/1997,NA,6/13/1997,NA,6/13/1997,NA,6/13/1997,NA,6/13/1997,NA,6/13/1997,NA,6/13/1997,NA,6/13/1997,147.75,6/13/1997,NA,6/13/1997,NA,6/13/1997,NA,6/13/1997,16.85,6/13/1997,NA,6/13/1997,NA,6/13/1997,4642.16,6/13/1997,859.09
6/16/1997,680.22,6/16/1997,121.12,6/16/1997,NA,6/16/1997,101.59,6/16/1997,175.26,6/16/1997,157.51,6/16/1997,NA,6/16/1997,NA,6/16/1997,NA,6/16/1997,NA,6/16/1997,NA,6/16/1997,NA,6/16/1997,NA,6/16/1997,149.48,6/16/1997,NA,6/16/1997,NA,6/16/1997,NA,6/16/1997,16.86,6/16/1997,NA,6/16/1997,NA,6/16/1997,4575.53,6/16/1997,858.87
6/17/1997,684.29,6/17/1997,120.5,6/17/1997,NA,6/17/1997,100.99,6/17/1997,171.48,6/17/1997,157.12,6/17/1997,NA,6/17/1997,NA,6/17/1997,NA,6/17/1997,NA,6/17/1997,NA,6/17/1997,NA,6/17/1997,NA,6/17/1997,150.11,6/17/1997,NA,6/17/1997,NA,6/17/1997,NA,6/17/1997,16.82,6/17/1997,NA,6/17/1997,NA,6/17/1997,4509.91,6/17/1997,853.6
6/18/1997,686.46,6/18/1997,121.28,6/18/1997,NA,6/18/1997,99.4,6/18/1997,172.49,6/18/1997,157.73,6/18/1997,NA,6/18/1997,NA,6/18/1997,NA,6/18/1997,NA,6/18/1997,NA,6/18/1997,NA,6/18/1997,NA,6/18/1997,150.5,6/18/1997,NA,6/18/1997,NA,6/18/1997,NA,6/18/1997,16.81,6/18/1997,NA,6/18/1997,NA,6/18/1997,4484.64,6/18/1997,852.24
6/19/1997,685.23,6/19/1997,120.05,6/19/1997,NA,6/19/1997,99.5,6/19/1997,172.7,6/19/1997,157.94,6/19/1997,NA,6/19/1997,NA,6/19/1997,NA,6/19/1997,NA,6/19/1997,NA,6/19/1997,NA,6/19/1997,NA,6/19/1997,151.79,6/19/1997,NA,6/19/1997,NA,6/19/1997,NA,6/19/1997,16.81,6/19/1997,NA,6/19/1997,NA,6/19/1997,4483.65,6/19/1997,857.62
6/20/1997,684.82,6/20/1997,119.84,6/20/1997,NA,6/20/1997,99.59,6/20/1997,171.9,6/20/1997,157.28,6/20/1997,NA,6/20/1997,NA,6/20/1997,NA,6/20/1997,NA,6/20/1997,NA,6/20/1997,NA,6/20/1997,NA,6/20/1997,152.23,6/20/1997,NA,6/20/1997,NA,6/20/1997,NA,6/20/1997,15.77,6/20/1997,NA,6/20/1997,NA,6/20/1997,4466.99,6/20/1997,853.71
6/23/1997,684.12,6/23/1997,120.48,6/23/1997,NA,6/23/1997,100.24,6/23/1997,172.59,6/23/1997,158.16,6/23/1997,NA,6/23/1997,NA,6/23/1997,NA,6/23/1997,NA,6/23/1997,NA,6/23/1997,NA,6/23/1997,NA,6/23/1997,152.45,6/23/1997,NA,6/23/1997,NA,6/23/1997,NA,6/23/1997,15.81,6/23/1997,NA,6/23/1997,NA,6/23/1997,4485.17,6/23/1997,852.4
6/24/1997,680.13,6/24/1997,119,6/24/1997,NA,6/24/1997,99.86,6/24/1997,172.31,6/24/1997,158.02,6/24/1997,NA,6/24/1997,NA,6/24/1997,NA,6/24/1997,NA,6/24/1997,NA,6/24/1997,NA,6/24/1997,NA,6/24/1997,151.97,6/24/1997,NA,6/24/1997,NA,6/24/1997,NA,6/24/1997,15.8,6/24/1997,NA,6/24/1997,NA,6/24/1997,4482.96,6/24/1997,850.56
6/25/1997,684.75,6/25/1997,119.62,6/25/1997,NA,6/25/1997,100.8,6/25/1997,172.75,6/25/1997,158.06,6/25/1997,NA,6/25/1997,NA,6/25/1997,NA,6/25/1997,NA,6/25/1997,NA,6/25/1997,NA,6/25/1997,NA,6/25/1997,152.37,6/25/1997,NA,6/25/1997,NA,6/25/1997,NA,6/25/1997,15.61,6/25/1997,NA,6/25/1997,NA,6/25/1997,4541.08,6/25/1997,848.36
6/26/1997,683.98,6/26/1997,119.4,6/26/1997,NA,6/26/1997,103,6/26/1997,172.27,6/26/1997,157.59,6/26/1997,NA,6/26/1997,NA,6/26/1997,NA,6/26/1997,NA,6/26/1997,NA,6/26/1997,NA,6/26/1997,NA,6/26/1997,151.44,6/26/1997,NA,6/26/1997,NA,6/26/1997,NA,6/26/1997,15.59,6/26/1997,NA,6/26/1997,NA,6/26/1997,4541.51,6/26/1997,853.69
6/27/1997,681.18,6/27/1997,119.1,6/27/1997,NA,6/27/1997,101.82,6/27/1997,171.25,6/27/1997,156.89,6/27/1997,NA,6/27/1997,NA,6/27/1997,NA,6/27/1997,NA,6/27/1997,NA,6/27/1997,NA,6/27/1997,NA,6/27/1997,150.82,6/27/1997,NA,6/27/1997,NA,6/27/1997,NA,6/27/1997,15.57,6/27/1997,NA,6/27/1997,NA,6/27/1997,4523.69,6/27/1997,856.7
6/30/1997,686.92,6/30/1997,119.35,6/30/1997,NA,6/30/1997,102.75,6/30/1997,171.16,6/30/1997,156.33,6/30/1997,NA,6/30/1997,NA,6/30/1997,NA,6/30/1997,NA,6/30/1997,NA,6/30/1997,NA,6/30/1997,NA,6/30/1997,149.5,6/30/1997,NA,6/30/1997,NA,6/30/1997,NA,6/30/1997,16.03,6/30/1997,NA,6/30/1997,NA,6/30/1997,4506.44,6/30/1997,867.09
7/1/1997,686.84,7/1/1997,119.59,7/1/1997,NA,7/1/1997,102.69,7/1/1997,171.37,7/1/1997,156.55,7/1/1997,NA,7/1/1997,NA,7/1/1997,NA,7/1/1997,NA,7/1/1997,NA,7/1/1997,NA,7/1/1997,NA,7/1/1997,150.06,7/1/1997,NA,7/1/1997,NA,7/1/1997,NA,7/1/1997,16.05,7/1/1997,NA,7/1/1997,NA,7/1/1997,4551.67,7/1/1997,868.89
7/2/1997,687.9,7/2/1997,119.1,7/2/1997,NA,7/2/1997,103.19,7/2/1997,170.32,7/2/1997,155.56,7/2/1997,NA,7/2/1997,NA,7/2/1997,NA,7/2/1997,NA,7/2/1997,NA,7/2/1997,NA,7/2/1997,NA,7/2/1997,149.55,7/2/1997,NA,7/2/1997,NA,7/2/1997,NA,7/2/1997,15.87,7/2/1997,NA,7/2/1997,NA,7/2/1997,4584.5,7/2/1997,867.03
7/3/1997,691.03,7/3/1997,118.84,7/3/1997,NA,7/3/1997,105.02,7/3/1997,170.42,7/3/1997,155.75,7/3/1997,NA,7/3/1997,NA,7/3/1997,NA,7/3/1997,NA,7/3/1997,NA,7/3/1997,NA,7/3/1997,NA,7/3/1997,150.51,7/3/1997,NA,7/3/1997,NA,7/3/1997,NA,7/3/1997,15.89,7/3/1997,NA,7/3/1997,NA,7/3/1997,4900.15,7/3/1997,870.33
7/4/1997,692.51,7/4/1997,120.48,7/4/1997,NA,7/4/1997,105.24,7/4/1997,169.9,7/4/1997,155.32,7/4/1997,NA,7/4/1997,NA,7/4/1997,NA,7/4/1997,NA,7/4/1997,NA,7/4/1997,NA,7/4/1997,NA,7/4/1997,150.1,7/4/1997,NA,7/4/1997,NA,7/4/1997,NA,7/4/1997,16.06,7/4/1997,NA,7/4/1997,NA,7/4/1997,4846.47,7/4/1997,870.33
7/7/1997,686.47,7/7/1997,121.39,7/7/1997,NA,7/7/1997,104.41,7/7/1997,170.48,7/7/1997,156.13,7/7/1997,NA,7/7/1997,NA,7/7/1997,NA,7/7/1997,NA,7/7/1997,NA,7/7/1997,NA,7/7/1997,NA,7/7/1997,151.82,7/7/1997,NA,7/7/1997,NA,7/7/1997,NA,7/7/1997,16.02,7/7/1997,NA,7/7/1997,NA,7/7/1997,4802.71,7/7/1997,870.63
7/8/1997,685.99,7/8/1997,120.3,7/8/1997,NA,7/8/1997,104.94,7/8/1997,169.51,7/8/1997,155.03,7/8/1997,NA,7/8/1997,NA,7/8/1997,NA,7/8/1997,NA,7/8/1997,NA,7/8/1997,NA,7/8/1997,NA,7/8/1997,150.82,7/8/1997,NA,7/8/1997,NA,7/8/1997,NA,7/8/1997,15.97,7/8/1997,NA,7/8/1997,NA,7/8/1997,4770.72,7/8/1997,871.34
7/9/1997,686.16,7/9/1997,120.27,7/9/1997,NA,7/9/1997,103.93,7/9/1997,168.9,7/9/1997,154.61,7/9/1997,NA,7/9/1997,NA,7/9/1997,NA,7/9/1997,NA,7/9/1997,NA,7/9/1997,NA,7/9/1997,NA,7/9/1997,151.92,7/9/1997,NA,7/9/1997,NA,7/9/1997,NA,7/9/1997,17.3,7/9/1997,NA,7/9/1997,NA,7/9/1997,4805.09,7/9/1997,864.66
7/10/1997,688.01,7/10/1997,120.86,7/10/1997,NA,7/10/1997,103.98,7/10/1997,169.75,7/10/1997,153.73,7/10/1997,NA,7/10/1997,NA,7/10/1997,NA,7/10/1997,NA,7/10/1997,NA,7/10/1997,NA,7/10/1997,NA,7/10/1997,154.76,7/10/1997,NA,7/10/1997,NA,7/10/1997,NA,7/10/1997,17.36,7/10/1997,NA,7/10/1997,NA,7/10/1997,4857.47,7/10/1997,869.49
7/11/1997,688.84,7/11/1997,119.53,7/11/1997,NA,7/11/1997,102.14,7/11/1997,174.31,7/11/1997,152.13,7/11/1997,NA,7/11/1997,NA,7/11/1997,NA,7/11/1997,NA,7/11/1997,NA,7/11/1997,NA,7/11/1997,NA,7/11/1997,153.8,7/11/1997,NA,7/11/1997,NA,7/11/1997,NA,7/11/1997,17.36,7/11/1997,NA,7/11/1997,NA,7/11/1997,4936.47,7/11/1997,873.07
7/14/1997,682.34,7/14/1997,118.5,7/14/1997,NA,7/14/1997,106.21,7/14/1997,172.26,7/14/1997,150.32,7/14/1997,NA,7/14/1997,NA,7/14/1997,NA,7/14/1997,NA,7/14/1997,NA,7/14/1997,NA,7/14/1997,NA,7/14/1997,152.59,7/14/1997,NA,7/14/1997,NA,7/14/1997,NA,7/14/1997,17.35,7/14/1997,NA,7/14/1997,NA,7/14/1997,4968.04,7/14/1997,880.08
7/15/1997,677.76,7/15/1997,118.68,7/15/1997,NA,7/15/1997,106.62,7/15/1997,171.31,7/15/1997,149.54,7/15/1997,NA,7/15/1997,NA,7/15/1997,NA,7/15/1997,NA,7/15/1997,NA,7/15/1997,NA,7/15/1997,NA,7/15/1997,151.49,7/15/1997,NA,7/15/1997,NA,7/15/1997,NA,7/15/1997,17.34,7/15/1997,NA,7/15/1997,NA,7/15/1997,4965.41,7/15/1997,884.06
7/16/1997,677.29,7/16/1997,118.1,7/16/1997,NA,7/16/1997,105.04,7/16/1997,171.56,7/16/1997,149.78,7/16/1997,NA,7/16/1997,NA,7/16/1997,NA,7/16/1997,NA,7/16/1997,NA,7/16/1997,NA,7/16/1997,NA,7/16/1997,151.73,7/16/1997,NA,7/16/1997,NA,7/16/1997,NA,7/16/1997,17.35,7/16/1997,NA,7/16/1997,NA,7/16/1997,5082.23,7/16/1997,887.97
7/17/1997,682.01,7/17/1997,118.59,7/17/1997,NA,7/17/1997,105.56,7/17/1997,171.34,7/17/1997,150.21,7/17/1997,NA,7/17/1997,NA,7/17/1997,NA,7/17/1997,NA,7/17/1997,NA,7/17/1997,NA,7/17/1997,NA,7/17/1997,152.2,7/17/1997,NA,7/17/1997,NA,7/17/1997,NA,7/17/1997,17.35,7/17/1997,NA,7/17/1997,NA,7/17/1997,5014.19,7/17/1997,889.54
7/18/1997,680.89,7/18/1997,117.81,7/18/1997,NA,7/18/1997,105.17,7/18/1997,171.5,7/18/1997,150.34,7/18/1997,NA,7/18/1997,NA,7/18/1997,NA,7/18/1997,NA,7/18/1997,NA,7/18/1997,NA,7/18/1997,NA,7/18/1997,152.84,7/18/1997,NA,7/18/1997,NA,7/18/1997,NA,7/18/1997,17.31,7/18/1997,NA,7/18/1997,NA,7/18/1997,4951.52,7/18/1997,888.28
7/21/1997,679.99,7/21/1997,117.46,7/21/1997,NA,7/21/1997,105.73,7/21/1997,170.47,7/21/1997,149.86,7/21/1997,NA,7/21/1997,NA,7/21/1997,NA,7/21/1997,NA,7/21/1997,NA,7/21/1997,NA,7/21/1997,NA,7/21/1997,152.54,7/21/1997,NA,7/21/1997,NA,7/21/1997,NA,7/21/1997,17.28,7/21/1997,NA,7/21/1997,NA,7/21/1997,4927.44,7/21/1997,881.75
7/22/1997,680.15,7/22/1997,116.07,7/22/1997,NA,7/22/1997,105.59,7/22/1997,169.24,7/22/1997,148.51,7/22/1997,NA,7/22/1997,NA,7/22/1997,NA,7/22/1997,NA,7/22/1997,NA,7/22/1997,NA,7/22/1997,NA,7/22/1997,151.03,7/22/1997,NA,7/22/1997,NA,7/22/1997,NA,7/22/1997,17.28,7/22/1997,NA,7/22/1997,NA,7/22/1997,4935.37,7/22/1997,890.76
7/23/1997,681.01,7/23/1997,115.38,7/23/1997,NA,7/23/1997,105.24,7/23/1997,167.78,7/23/1997,147.32,7/23/1997,NA,7/23/1997,NA,7/23/1997,NA,7/23/1997,NA,7/23/1997,NA,7/23/1997,NA,7/23/1997,NA,7/23/1997,150.69,7/23/1997,NA,7/23/1997,NA,7/23/1997,NA,7/23/1997,17.32,7/23/1997,NA,7/23/1997,NA,7/23/1997,4977.09,7/23/1997,901.65
7/24/1997,676.48,7/24/1997,114.94,7/24/1997,NA,7/24/1997,104.58,7/24/1997,162.77,7/24/1997,147.06,7/24/1997,NA,7/24/1997,NA,7/24/1997,NA,7/24/1997,NA,7/24/1997,NA,7/24/1997,NA,7/24/1997,NA,7/24/1997,150.19,7/24/1997,NA,7/24/1997,NA,7/24/1997,NA,7/24/1997,17.33,7/24/1997,NA,7/24/1997,NA,7/24/1997,4946.83,7/24/1997,899.8
7/25/1997,677.89,7/25/1997,114.77,7/25/1997,NA,7/25/1997,104.21,7/25/1997,162.23,7/25/1997,146.53,7/25/1997,NA,7/25/1997,NA,7/25/1997,NA,7/25/1997,NA,7/25/1997,NA,7/25/1997,NA,7/25/1997,NA,7/25/1997,149.63,7/25/1997,NA,7/25/1997,NA,7/25/1997,NA,7/25/1997,17.83,7/25/1997,NA,7/25/1997,NA,7/25/1997,4900.15,7/25/1997,899.33
7/28/1997,676.68,7/28/1997,114.59,7/28/1997,NA,7/28/1997,105.33,7/28/1997,161.59,7/28/1997,145.95,7/28/1997,NA,7/28/1997,NA,7/28/1997,NA,7/28/1997,NA,7/28/1997,NA,7/28/1997,NA,7/28/1997,NA,7/28/1997,148.96,7/28/1997,NA,7/28/1997,NA,7/28/1997,NA,7/28/1997,17.79,7/28/1997,NA,7/28/1997,NA,7/28/1997,4828.05,7/28/1997,896.11
7/29/1997,685.97,7/29/1997,115.41,7/29/1997,NA,7/29/1997,104.89,7/29/1997,162.96,7/29/1997,147.18,7/29/1997,NA,7/29/1997,NA,7/29/1997,NA,7/29/1997,NA,7/29/1997,NA,7/29/1997,NA,7/29/1997,NA,7/29/1997,149.43,7/29/1997,NA,7/29/1997,NA,7/29/1997,NA,7/29/1997,18.09,7/29/1997,NA,7/29/1997,NA,7/29/1997,4806.94,7/29/1997,892.03
7/30/1997,694.11,7/30/1997,116.6,7/30/1997,NA,7/30/1997,105.52,7/30/1997,161.91,7/30/1997,146.49,7/30/1997,NA,7/30/1997,NA,7/30/1997,NA,7/30/1997,NA,7/30/1997,NA,7/30/1997,NA,7/30/1997,NA,7/30/1997,147.66,7/30/1997,NA,7/30/1997,NA,7/30/1997,NA,7/30/1997,18.06,7/30/1997,NA,7/30/1997,NA,7/30/1997,4802.69,7/30/1997,897.34
7/31/1997,696.44,7/31/1997,116.81,7/31/1997,NA,7/31/1997,105.4,7/31/1997,162.27,7/31/1997,146.56,7/31/1997,NA,7/31/1997,NA,7/31/1997,NA,7/31/1997,NA,7/31/1997,NA,7/31/1997,NA,7/31/1997,NA,7/31/1997,148.05,7/31/1997,NA,7/31/1997,NA,7/31/1997,NA,7/31/1997,18,7/31/1997,NA,7/31/1997,NA,7/31/1997,4765.16,7/31/1997,896.17
8/1/1997,687.85,8/1/1997,113.91,8/1/1997,NA,8/1/1997,105.5,8/1/1997,160.53,8/1/1997,144.99,8/1/1997,NA,8/1/1997,NA,8/1/1997,NA,8/1/1997,NA,8/1/1997,NA,8/1/1997,NA,8/1/1997,NA,8/1/1997,146,8/1/1997,NA,8/1/1997,NA,8/1/1997,NA,8/1/1997,18.76,8/1/1997,NA,8/1/1997,NA,8/1/1997,4712.6,8/1/1997,898.52
8/4/1997,681.73,8/4/1997,112.94,8/4/1997,NA,8/4/1997,105.61,8/4/1997,160.16,8/4/1997,144.43,8/4/1997,NA,8/4/1997,NA,8/4/1997,NA,8/4/1997,NA,8/4/1997,NA,8/4/1997,NA,8/4/1997,NA,8/4/1997,145.24,8/4/1997,NA,8/4/1997,NA,8/4/1997,NA,8/4/1997,18.51,8/4/1997,NA,8/4/1997,NA,8/4/1997,4709.19,8/4/1997,895.32
8/5/1997,676.66,8/5/1997,113.28,8/5/1997,NA,8/5/1997,106.02,8/5/1997,158.72,8/5/1997,143.27,8/5/1997,NA,8/5/1997,NA,8/5/1997,NA,8/5/1997,NA,8/5/1997,NA,8/5/1997,NA,8/5/1997,NA,8/5/1997,144.06,8/5/1997,NA,8/5/1997,NA,8/5/1997,NA,8/5/1997,18.52,8/5/1997,NA,8/5/1997,NA,8/5/1997,4760.54,8/5/1997,900.93
8/6/1997,669.44,8/6/1997,113.32,8/6/1997,NA,8/6/1997,105.79,8/6/1997,159.11,8/6/1997,143.62,8/6/1997,NA,8/6/1997,NA,8/6/1997,NA,8/6/1997,NA,8/6/1997,NA,8/6/1997,NA,8/6/1997,NA,8/6/1997,144.76,8/6/1997,NA,8/6/1997,NA,8/6/1997,NA,8/6/1997,18.25,8/6/1997,NA,8/6/1997,NA,8/6/1997,4692.37,8/6/1997,909.46
8/7/1997,665.51,8/7/1997,114.25,8/7/1997,NA,8/7/1997,105.26,8/7/1997,159.27,8/7/1997,143.7,8/7/1997,NA,8/7/1997,NA,8/7/1997,NA,8/7/1997,NA,8/7/1997,NA,8/7/1997,NA,8/7/1997,NA,8/7/1997,144.9,8/7/1997,NA,8/7/1997,NA,8/7/1997,NA,8/7/1997,18.22,8/7/1997,NA,8/7/1997,NA,8/7/1997,4653.84,8/7/1997,907.14
8/8/1997,665.2,8/8/1997,114.75,8/8/1997,NA,8/8/1997,104.45,8/8/1997,161.2,8/8/1997,145.27,8/8/1997,NA,8/8/1997,NA,8/8/1997,NA,8/8/1997,NA,8/8/1997,NA,8/8/1997,NA,8/8/1997,NA,8/8/1997,146.43,8/8/1997,NA,8/8/1997,NA,8/8/1997,NA,8/8/1997,18.28,8/8/1997,NA,8/8/1997,NA,8/8/1997,4629.59,8/8/1997,899.62
