date,AUSTOLD,ATXINDX,WIBELGL,TTOCOMP,WIDNMKL,WIFRNCL,WIWGRML,HNGKNGI,WIEIREL,WIITALL,JAPDOWA,AMSTEOE,WISNGPL,WISAFRL,WISWITL,FTALLSH,S&PCOMP,BRBOVES,FBMKLCI,OSLOASH,KORCOMP,MADRIDI,SWSEALI,ARGMERV,IFFMBGL,IGPAGEN,MSCOLML,CZPXIDX,ECUBVGI,HEXINDX,GRAGENL,BUXINDX,ICEXALL,ICRI500,ISTA100,AMMANFM,NSEINDX,LUXGENI,MXIPC35,MSMORCL,WINZEAL,PKSE100,IFFPNM$,PEGENRL,PSECOMP,POLWIGI,POPSI20,SXSAX16,SRALLSH,TAIWGHT,BNGKSET,TRKISTB,VENGENL,IFFMBH$,IFFMBOL,BSSOFIX,CHSASHR,IFFMCIL,CTCROBE,CYPMAPM,MSEGYTL,ESTALSE,IFFMGHL,JAKCOMP,JAMSEIN,IFFKZK$,KWKICGN,IFFMLAL,LBBLOMI,IFFMLIL,SXTMMK$,MALTAIX,IFFMMAL,BELEXLN,IFFML,IFGDNGL,OMANMSM,MSQATAL,RMBETRL,RSMICEX,MSSAUDL,SXTMRS$,IFFMSLL,IFFMTT$,TUTUNIN,IFFMUR$,MSUAEIL,TOTMKVI,ZAMALSH,TOTAL
Q2 2018,,,0.003947,0.038446,0.005778,0.036436,0.033977,,0.000871,0.01001,0.00082,,0.004895,0.009313,0.026747,0.076237,0.519951,,0.00329,0.007591,0.035429,,0.017787,,0.000232,,,,,0.006437,0.000494,,0.00019,0.021799,0.003929,,,,,,0.000732,,0.00026,,,,0.000431,,,,0.013072,,,0.000158,0.00004,,0.115452,0.000047,,,,,0.000038,0.000012,,0.000124,,2.10E-06,,0.000018,0.00001,,0.000141,,0.000022,0.000331,,,0.00111,,,6.20E-06,0.00007,0.000079,,0.000065,,0.003175,,4.40E+07
Q3 2018,,,0.003798,0.039915,0.005583,0.03563,0.032773,,0.000875,0.008734,0.000798,,0.004215,0.008351,0.026879,0.074286,0.548698,,0.002995,0.00746,0.031107,,0.017496,,0.000203,,,,,0.006482,0.000465,,0.000208,0.020996,0.004064,,,,,,0.000775,,0.000245,,,,0.000419,,,,0.01149,,,0.00017,0.000037,,0.099961,0.00004,,,,,0.000029,0.000011,,0.000101,,1.80E-06,,0.000016,0.00001,,0.000133,,0.000019,0.000294,,,0.00092,,,5.80E-06,0.000074,0.000082,,0.000055,,0.003097,,4.30E+07
Q4 2018,,,0.003499,0.039563,0.005517,0.034684,0.031289,,0.000857,0.008008,0.000822,,0.004122,0.007369,0.027583,0.070908,0.561573,,0.003067,0.007976,0.030669,,0.017246,,0.000216,,,,,0.006954,0.00039,,0.000193,0.019498,0.004242,,,,,,0.000872,,0.000228,,,,0.000387,,,,0.012505,,,0.000174,0.000035,,0.094322,0.000035,,,,,0.000029,0.00001,,0.000067,,1.70E-06,,0.000016,0.000012,,0.000131,,0.000018,0.000283,,,0.001015,,,5.90E-06,0.000068,0.000085,,0.000061,,0.003395,,4.20E+07
Q1 2019,,,0.00331,0.039967,0.005714,0.033929,0.029501,,0.000854,0.008171,0.000806,,0.004482,0.008528,0.028608,0.069353,0.552623,,0.003165,0.007384,0.03078,,0.017305,,0.000234,,,,,0.007141,0.000334,,0.000185,0.02191,0.004299,,,,,,0.000956,,0.000241,,,,0.000373,,,,0.012577,,,0.000173,0.000035,,0.102016,0.000033,,,,,0.000025,0.000013,,0.000069,,1.80E-06,,0.000015,0.000012,,0.000125,,0.00002,0.000262,,,0.000866,,,5.20E-06,0.000072,0.000089,,0.000058,,0.003378,,4.10E+07
Q2 2019,,,0.00341,0.0391,0.005538,0.03467,0.028631,,0.000836,0.008258,0.000736,,0.004519,0.008249,0.027333,0.067833,0.543656,,0.002752,0.007145,0.028999,,0.016745,,0.000205,,,,,0.006532,0.000377,,0.000188,0.021986,0.004181,,,,,,0.000935,,0.000217,,,,0.000343,,,,0.012078,,,0.000182,0.000028,,0.119336,0.000036,,,,,0.000021,0.000012,,0.000073,,1.40E-06,,0.000014,0.000011,,0.00011,,0.000019,0.000266,,,0.00091,,,4.70E-06,0.000067,0.000094,,0.000063,,0.003301,,4.50E+07
Q3 2019,,,0.003281,0.039904,0.005459,0.034715,0.02787,,0.000815,0.008148,0.000748,,0.00461,0.00812,0.029544,0.065833,0.558882,,0.002867,0.006659,0.026882,,0.01658,,0.0002,,,,,0.006222,0.000393,,0.00021,0.021627,0.004261,,,,,,0.001044,,0.000237,,,,0.000335,,,,0.013086,,,0.000198,0.000028,,0.105995,0.000032,,,,,0.00002,0.000012,,0.000057,,1.70E-06,,0.000015,0.000011,,0.00011,,0.000018,0.000228,,,0.000909,,,4.50E-06,0.000085,0.000097,,0.000049,,0.003596,,4.40E+07
Q4 2019,,,0.003488,0.039746,0.00557,0.035157,0.028649,,0.00078,0.008433,0.00077,,0.004351,0.006662,0.029244,0.065725,0.56176,,0.002678,0.006378,0.026431,,0.016845,,0.000186,,,,,0.006257,0.000388,,0.000192,0.021631,0.004508,,,,,,0.000999,,0.00024,,,,0.000318,,,,0.012823,,,0.000192,0.000026,,0.104321,0.000033,,,,,0.000018,0.000011,,0.000049,,1.50E-06,,0.000015,0.000014,,0.000108,,0.000017,0.000252,,,0.000903,,,4.30E-06,0.000086,0.000096,,0.000034,,0.003609,,4.40E+07
Q1 2020,,,0.0031,0.038982,0.005839,0.034392,0.027633,,0.000771,0.008241,0.000735,,0.004267,0.006377,0.029315,0.064471,0.567514,,0.002556,0.006307,0.026894,,0.017195,,0.000145,,,,,0.006132,0.000396,,0.000212,0.021099,0.004429,,,,,,0.001008,,0.00022,,,,0.000307,,,,0.011486,,,0.000195,0.000024,,0.104827,0.000032,,,,,0.000016,0.000011,,0.000055,,1.60E-06,,0.000014,0.000015,,0.000105,,0.000015,0.000275,,,0.000872,,,4.30E-06,0.000086,0.000083,,0.000034,,0.003312,,4.90E+07
Q2 2020,,,0.002696,0.035417,0.006573,0.029982,0.025811,,0.000694,0.006829,0.000739,,0.003826,0.004653,0.031416,0.055492,0.587086,,0.00248,0.004993,0.026048,,0.015977,,0.000165,,,,,0.00567,0.000302,,0.00019,0.017757,0.004056,,,,,,0.001061,,0.000197,,,,0.000247,,,,0.010081,,,0.000169,0.000025,,0.114769,0.000034,,,,,0.000017,8.60E-06,,0.000048,,1.70E-06,,0.000014,0.000015,,0.000088,,0.000013,0.000215,,,0.000685,,,4.00E-06,0.000088,0.000088,,0.000032,,0.003248,,4.10E+07
Q3 2020,,,0.003,0.035987,0.00691,0.031316,0.028582,,0.000753,0.007409,0.000705,,0.003574,0.005324,0.030452,0.053554,0.576236,,0.00253,0.0055,0.026722,,0.018574,,0.000148,,,,,0.00619,0.0003,,0.00018,0.018782,0.003906,,,,,,0.001085,,0.000158,,,,0.000244,,,,0.010035,,,0.000151,0.000025,,0.116991,0.000034,,,,,0.000016,8.60E-06,,0.000119,,1.70E-06,,0.000012,0.000014,,0.000085,,0.00001,0.000191,,,0.000713,,,3.70E-06,0.000087,0.000089,,0.000033,,0.00326,,4.60E+07
Q4 2020,,,0.002798,0.035541,0.007283,0.029598,0.028113,,0.000737,0.006608,0.000699,,0.003516,0.005009,0.028957,0.050077,0.578611,,0.002331,0.00531,0.02865,,0.019252,,0.000169,,,,,0.006631,0.000282,,0.000188,0.020043,0.003874,,,,,,0.001064,,0.000151,,,,0.000224,,,,0.008578,,,0.000166,0.000023,,0.120823,0.000032,,,,,0.000015,8.30E-06,,0.000109,,1.70E-06,,0.000012,0.000014,,0.000071,,9.90E-06,0.000233,,,0.000648,,,3.60E-06,0.000078,0.000082,,0.00003,,0.003347,,4.90E+07
Q1 2021,,,0.002901,0.035458,0.007022,0.029794,0.027021,,0.000651,0.007093,0.000701,,0.003668,0.005473,0.027405,0.054235,0.568585,,0.002244,0.005916,0.034294,,0.019178,,0.000182,,,,,0.00642,0.000329,,0.000219,0.021707,0.00391,,,,,,0.001006,,0.000143,,,,0.000238,,,,0.010001,,,0.000139,0.000021,,0.119044,0.00003,,,,,0.000014,9.30E-06,,0.000124,,1.50E-06,,0.000013,0.000015,,0.000071,,9.50E-06,0.000241,,,0.00072,,,3.60E-06,0.000079,0.000073,,0.000044,,0.003556,,5.60E+07
